text,aspect1,aspect2,aspect3,aspect4,aspect5
dịch_vụ kém tiêu_chuẩn 5 phao_bơi ao bơi em_bé bể_bơi nhân_viên trả_lời khách hết_chỗ,-1,0,0,0,0
internet yếu không ổn_định chập_chờn,0,0,0,0,-1
dọn phòng quá_trễ khăn_tắm ko cung_cấp đầy_đủ,-1,0,0,0,-1
đồ_ăn ngon,0,0,1,0,0
phục_vụ tốt phòng sang_trọng,1,1,0,0,0
ăn_sáng ít món đơn_điệu,0,0,-1,0,0
nhân_viên phục_vụ tốt quan_tâm khách,1,0,0,0,0
thức_ăn âu ngon giá_cả hợp_lí,0,0,1,1,0
bữa_sáng mong_đợi xứng_với tiêu_chuẩn 5 khách_sạn,0,0,1,0,0
thích hồ_bơi khách_sạn rộng sạch_sẽ nhân_viên phục_vụ hồ bơi tốt,1,0,0,0,1
gia_đình hài_lòng chất_lượng resort thái_độ phục_vụ thân_thiện tận_tình nhân_viên ở_đây,1,0,0,0,0
nhân_viên nhiệt_tình thân_thiện,1,0,0,0,0
nhân_viên nhiệt_tình thân_thiện có_điều thủ_tục check in lâu mòn_mỏi đợi_chờ,1,0,0,0,0
sảnh khách_sạn trang_trí đẹp nội_thất sang_trọng,0,0,0,0,1
phòng rộng thiết_kế độc_đáo tạo không_gian thoáng đãng nghỉ_ngơi thư_giãn,0,1,0,0,0
nhân_viên tận_tình phục_vụ máy đun_nước nóng phòng đẹp nhất_là con_nhỏ cháu đòi uống sữa ban_đêm,1,1,0,0,1
resort đẹp phòng rộng_rãi tiện_nghi thức_ăn_ngon nhân_viên thân_thiện nhiệt_tình phục_vụ tốt,1,1,1,0,0
thái_độ phục_vụ nhân_viên cởi_mở tốt,1,0,0,0,0
nhân_viên thân_thiện nhiệt_tình,1,0,0,0,0
lanmien vị_trí đẹp nhân_viên hòa đồng vui_vẻ nhiệt_tình,1,0,0,1,0
1 phòng view đẹp lắm,0,1,0,0,0
resort phục_vụ tốt thức_ăn ngon phục_vụ hơi_chậm,1,0,1,0,0
angsana lăng resort đẹp nhân_viên nhiệt_tình phòng đẹp sạch_sẽ,1,1,0,0,0
phòng ngủ sang_trọng nội_thất đẹp ấm_cúng đầy_đủ tiện_nghi đồ_dùng nhà_bếp cho_phép gia_đình nấu_nướng căn_hộ gọi đồ_ăn ngon nhà_hàng địa_phương xung_quanh,0,1,1,0,1
nhà_hàng buffet ăn_sáng món_ăn thức_uống âu ngon sang_trọng,0,0,1,0,0
nhân_viên angsana lăng resort nhiệt_tình,1,0,0,0,0
thực_đơn bữa_sáng lặp_đi lặp_lại hàng_ngày thay_đổi món tránh trường_hợp khách nghỉ 3 đêm 3 bữa_sáng y_hệt món khác_biệt,0,0,-1,0,0
dịch_vụ phòng tốt dịch_vụ vui_chơi khu nghỉ tương_đối ổn,1,0,0,0,0
thiết_kế nội_thất phòng nghỉ đẹp,0,1,0,0,1
thức_ăn angsana lăng resort ngon giá_cá hợp_lý resort phức_hợp giải_trí khung_cảnh đẹp phòng ok thảm sàn dơ đổ lông kinh_khủng nói_với housekeeping,0,1,1,1,0
phòng tương_đối rộng,0,1,0,0,0
đồ_ăn khách_sạn đắt resort 5 vị_trí biệt_lập chả đâu ăn,0,0,1,-1,0
nhân_viên thân_thiện vui_vẻ hơi chậm thiếu tập_trung,1,0,0,0,0
phòng_ốc angsana lăng resort đẹp bể_bơi tuyệt_vời nhân_viên niềm_nở chỗ_ăn uống cực bất_tiện nhà_hàng bên_ngoài resort 25km,1,1,-1,0,0
mấy nhà_hàng khách_sạn đồ_ăn cũng_được giá,0,0,1,1,0
nhân_viên tại_đây nhiệt_tình vui_vẻ hiếu_khách,1,0,0,0,0
ăn_sáng ngon,0,0,1,0,0
nhà_hàng đồ_ăn ngon giá_cả hợp_lý hội_mặc chất_lượng món_ăn tuyệt_vời,0,0,1,1,0
phòng rộng thoáng đẹp bố_trí tinh_tế,0,1,0,0,0
đồ_ăn ngon nhận_xét,0,0,1,0,0
giá mềm thật tuyệt_vời,0,0,0,1,0
angsana lăng resort nơi_nghỉ dưỡng tuyệt_vời mỗi_tội wifi phòng yếu sử_dụng,0,0,1,0,-1
phòng rộng thoáng nội_thất hiện_đại hơi tối màu cảm_giác xuống_cấp thực_đơn ngon ít phong_phú,0,1,1,0,0
tổng_thể angsana lăng resort đẹp đặc_biệt hệ_thống hồ bơi ấn_tượng,0,1,0,0,1
phòng rộng hướng đẹp thoáng_mát tiện_nghi phòng đầy_đủ tiện_dụng,0,1,0,0,1
nhân_viên phục_vụ chu_đáo ân_cần,1,0,0,0,0
đồ_ăn ngon lắm đặc_biệt bữa_sáng,0,0,1,0,0
tuyệt đẹp dịch_vụ resort tốt điểm lưu_ý,1,0,0,0,0
giá đồ_ăn nhà_hàng đắt_đỏ,0,0,0,-1,0
phòng chất_lượng tốt vị_trí khu nghỉ đẹp wifi tốt ăn_sáng ngon,0,1,1,1,1
mọi_thứ đáng hài_lòng nhà_hàng resort giá_cả khá đắt,0,0,0,-1,0
đồ_dùng tiện_nghi,0,0,0,0,1
nhân_viên resort nhiệt_tình đáp_ứng nhanh yêu_cầu khách,1,0,0,0,0
thức_ăn quá_tệ khách_sạn angsana thất_vọng đồ_ăn 2 nhà_hàng momba va rice bow món việt lẫn món nhật,0,0,-1,0,0
đồ_ăn ngon banyan tree,0,0,1,0,0
angsana lăng resort vị_trí đẹp giá hợp_lý,0,1,0,0,0
phòng rộng_rãi sạch_sẽ thoáng_mát,0,1,0,0,0
nhân_viên thân_thiện,1,0,0,0,0
điểm trừ khách_sạn ẩm_thực hơi tệ,0,0,-1,0,0
đồ_ăn kém phong_phú ít sự_lựa_chọn giá đắt,0,0,-1,-1,0
đội_ngũ phục_vụ angsana lăng resort huế tốt cảnh_đẹp giá ăn nhà_hàng hợp_lý,1,0,0,1,0
phòng nghỉ thiết_kế lạ đẹp đẳng_cấp,0,1,0,0,0
thức_ăn ngon,0,0,1,0,0
nhân_viên niềm_nở nhiệt_tình,1,0,0,0,0
phòng_ốc angsana lăng resort huế nhân_viên nhiệt_tình thức_ăn bình_thường hoa_quả bánh ngon ít loại thua palm garden sunrise hội_an,1,1,-1,0,0
angsana lăng resort huế đẹp kiến_trúc lẫn nội_thất phòng_ốc dịch_vụ ổn đặc_biệt dịch_vụ đưa_đón sân_bay điểm_không tốt khu trung_tâm gần_như sinh_hoạt biệt_lập,1,1,0,-1,0
vị_trí angsana lăng resort thành_phố huế tốt nghỉ_ngơi khu trung_tâm thương_mại nhà_hàng quán_ăn ăn khách_sạn đắt,0,0,0,1,0
nhân_viên tương_đối phục_vụ tốt đào_tạo,1,0,0,0,0
giá hợp_lý chất_lượng,0,0,0,1,0
angsana lăng resort huế chất_lượng tốt phục_vụ nhanh chu_đáo,1,1,0,0,0
phòng đẹp phục_vụ tuyệt_vời,1,1,0,0,0
hơi giới_hạn ăn_uống,0,0,-1,0,0
nhà_hàng món_ăn ít lựa_chọn giá hơi_cao,0,0,-1,-1,0
resort đẹp thoáng,0,0,0,1,0
đồ_dùng trong phòng hiện_đại,0,1,0,0,1
duy_chỉ có_ăn tối đắt ngon,0,0,1,-1,0
khu_nghỉ dưỡng ấn_tượng phòng tiện_nghi đẹp nhân_viên vui_vẻ nhiệt_tình,1,1,0,0,0
phòng_ốc đẹp hiện_đại rộng_rãi phòng trên_lầu hồ bơi riêng hồ bơi chung đẹp rộng jacuzzi hồ bơi,0,1,0,0,0
angsana lăng resort đẹp,0,1,0,1,0
resort cảnh_quan nội_thất hiện_đại tinh_tế đặc_biệt hồ bơi đẹp cảm_giác gần_gũi thiên_nhiên,0,1,0,0,1
nhân_viên thân_thiện dễ_mến cảm_giác vui_vẻ ấm_cúng khi ở_đây,1,0,0,0,0
đồ_ăn ngon giá_cả hợp_lý resort 5,0,0,1,1,0
menu đồ_ăn đa_dạng lắm,0,0,1,0,0
khách_sạn đẹp bãi_biển bể_bơi ấn_tượng,0,1,0,1,0
tốt phong_cảnh bày_trí nội_thất dịch_vụ tốt,1,1,0,0,1
phòng rộng_rãi view đẹp,0,1,0,0,0
nội_thất tiện_nghi sang_trọng,0,0,0,0,1
nhân_viên dễ_thương tận_tình,1,0,0,0,0
buffet ngon,0,0,1,0,0
phòng_ốc tiện_nghi view đẹp,0,1,0,0,0
nhân_viên phục_vụ thân_thiện nhiệt_tình,1,0,0,0,0
resort phòng ốc sang_trọng không_gian thoải_mái,0,1,0,0,0
dịch_vụ đưa_đón sân_bay chu_đáo trang_bị ipad wifi trên_xe khách sử_dụng,1,0,0,0,1
nhân_viên vui_vẻ nhiệt_tình giúp_đỡ khách,1,0,0,0,0
phòng thiết_kế tiện_nghi nội_thất sang_trọng đặc_biệt không_gian yên_tĩnh riêng_tư,0,1,0,0,1
dịch_vụ chu_đáo hoàn_hảo,1,0,0,0,0
phòng_ốc rộng_rãi sang_trọng view phòng biển đẹp,0,1,0,0,0
buffet ngon nhân_viên phục_vụ bộ_phận thân_thiện chu_đáo,1,0,1,0,0
aniise villa resort không_gian vị_trí đẹp trang_thiết_bị cũ thức_ăn nghèo_nàn ngon,0,1,-1,1,-1
nhân_viên phục_vụ thiếu thân_thiện,1,0,0,0,0
aniise villa resort đẹp,0,0,0,1,0
đồ_ăn nhà_hàng nấu ngon,0,0,1,0,0
aniise villa resort sạch_sẽ thoáng đãng thoải_mái,0,1,0,0,0
aniise villa resort sạch_sẽ ăn_sáng ít món,0,1,-1,0,0
chất_lượng dịch_vụ aniise villa resort tốt thiết_kế resort gu thẩm_mỹ ổn,1,0,0,0,0
aniise villa resort đẹp yên_tĩnh vị_trí thuận_lợi khu du_lịch ăn_sáng tạm_được nhân_viên thiếu nụ_cười phòng đẹp hiện_đại,-1,1,1,1,0
đồ_ăn aniise villa resort không ngon,0,0,-1,0,0
vị_trí nằm cung đường tập_trung resort ninh chữ bên_kia đường có_nhiều quán cafe quán_ăn chất_lượng,0,0,0,1,0
1 hài_lòng nhân_viên thân_thiện niềm_nở thiếu nụ_cười nhờ tiếp_tân chụp 1 tấm_hình cả_nhà check out lúc_đó khách tiếp_tân thực_hiện miễn_cưỡng mặt lạnh_tanh cả_nhà hứng,1,0,0,0,0
nhân_viên aniise villa resort thân_thiện chu_đáo,1,0,0,0,0
aniise villa resort vị_trí đẹp không_gian rộng thuận_tiện di_chuyển thành_phố phan_rang,0,0,0,1,0
phòng nội_thất đẹp kiểu hiện_đại,0,1,0,0,0
nhân_viên nam tận_tình đặc_biệt vẽ_bản_đồ khách khám_phá thuê xe_máy khách cung_cấp dịch_vụ xe vận_chuyển nha_trang đón tận resort,1,0,0,0,0
món_ăn_sáng phong_phú lắm chất_lượng ngon cải_thiện phục_vụ tốt_hơn,1,0,1,0,0
aniise villa resort đẹp phòng_ốc đẹp sát biển hồ bơi nhỏ đẹp,0,1,0,0,0
nhân_viên phục_vụ ở_đây niềm_nở khách hài_lòng,1,0,0,0,0
nhân_viên aniise villa resort nở nụ_cười khách,1,0,0,0,0
nói_chung dịp hài_lòng chất_lượng dịch_vụ thái_độ phục_vụ chu_đáo thân_thiện nhân_viên,1,0,0,0,0
chất_lượng giá_cả bữa_trưa tối vừa_miệng phù_hợp_khẩu_vị 3 miền,0,0,1,1,0
khách_sạn tốt thoáng cảnh_quan đẹp,0,1,0,0,0
khách_sạn cảnh_quan đẹp phòng cũ khăn_tắm sờn tua vải phòng cửa_kính mở buổi_tối lối thiếu,0,-1,0,1,-1
vị_trí tốt,0,0,0,1,0
phòng đẹp rộng_rãi thoáng_mát sạch_sẽ,0,1,0,0,0
nhân_viên lịch_sự thân_thiện,1,0,0,0,0
đồ_ăn ít món 20 món_ăn buổi ăn_sáng kể_cả trái_cây,0,0,1,0,0
aniise villa resort ninh_thuận phòng tốt view đẹp nhân_viên dễ_thương,1,1,0,1,0
lễ_tân kém tốt,-1,0,0,0,0
giá hợp_lý 1 phòng villa 4,0,0,0,1,0
phòng đẹp,0,1,0,0,0
nhân_viên nhiệt_tình thân_thiện dễ_mến,1,0,0,0,0
giá tốt resort,0,0,0,1,0
phòng đẹp trang_bị đầy_đủ,0,1,0,0,1
phòng đẹp yên_tĩnh nhân_viên nhiệt_tình ăn_sáng ngon giá phòng tốt,1,1,1,1,0
chất_lượng phòng tốt nhân_viên hỗ_trợ chu_đáo,1,1,0,0,0
vị_trí resort khá_tốt phòng_ốc hiện_đại phục_vụ chu_đáo,1,1,0,1,0
nhân_viên thân_thiện không_được huấn_luyện thật_sự chuyên_nghiệp phong_cách quốc_tế,1,0,0,0,0
phòng_ốc thiết_kế phong_cách tủ_áo đèn_chiếu hơi bất_tiện,0,1,0,0,-1
phòng đẹp khuôn_viên rộng_rãi dịch_vụ tốt,1,1,0,1,0
thái_độ phục_vụ tốt hiếu_khách phục_vụ chu_đáo ân_cần,1,0,0,0,0
dịch_vụ tốt nhân_viên nhiệt_tình tuyệt_vời nghỉ dưỡng tại_đây,1,0,0,0,0
nhân_viên phục_vụ nhiệt_tình thức_ăn_sáng không_được chu_đáo,1,0,-1,0,0
hồ_bơi_đẹp bãi_biển cát_mịn phong_cảnh xung_quanh resort đẹp nhân_viên lễ_tân phục_vụ phòng đẹp thân_thiện,1,1,0,1,0
tiện_nghi phòng đươc cải_thiện tv 5,0,1,0,0,0
phòng ok đầy_đủ mìn máy_nước nóng hư không xài,0,1,0,0,-1
phòng nhỏ wifi sóng_điện_thoại,0,-1,0,0,1
khách_sạn vị_trí tương_đối vắng cách_xa phan_thiết,0,0,0,-1,0
nhân_viên vui_vẻ nhiệt_tình đồ_ăn tại_đây nấu tương_đối ngon giá_cả hợp_lý,1,0,1,1,0
phòng_ốc sạch_sẽ,0,1,0,0,0
resort trung_tâm mũi kê gà không_gian lãng_mạn sạch_sẽ phục_vụ tốt đầu_bếp nấu_ăn_ngon,1,0,1,1,0
phòng nhỏ máy_sấy_tóc wifi hỏng,0,-1,0,0,-1
phòng canary beach resort sạch_sẽ không_gian thoải_mái,0,1,0,0,0
wifi yếu phòng thiếu đồ_dùng vệ_sinh dao_cạo râu đồ_ăn đa_dạng,0,-1,1,0,-1
phòng canary beach resort thoải_mái lối hành_lang có_mùi hôi ẩm bãi_biển đẹp tắm_biển rác,0,1,0,0,-1
phòng_ốc đẹp canary beach resort đúng_với 3,0,1,0,0,0
nhân_viên phục_vụ hồ bơi thái_độ tốt khách cãi tay_đôi khách buffet giành bé trở_xuống không hợp_lý lắm,1,0,-1,0,0
Cảnh_quan nhìn_chung cũng tốt,0,1,0,1,0
ẩm_thực không ngon lắm,0,0,-1,0,0
hài_lòng canary buffet tuyệt_vời thức_ăn_ngon,0,0,1,0,0
phòng đẹp hiện_đại đồ_ăn ngon cơ_sở vật_chất hiện_đại,0,1,1,0,1
khách_sạn tốt phục_vụ chu_đáo đồ_ăn ngon,1,1,1,0,0
phong_cách phục_vụ tốt,1,0,0,0,0
cảnh_quan nhìn_chung cũng tốt phòng hiện_đại tiện_nghi vị_trí thuận_lợi,0,1,0,1,0
